code_entree;gare_entree;code_sortie;gare_sortie;distance_km;tarif_classe_1;tarif_classe_2;tarif_classe_3;tarif_classe_4;tarif_classe_5
3008;CHAMBERY NORD;3011;RUMILLY;27.0;3.6;5.6;7.7;10.5;1.6
3008;CHAMBERY NORD;3012;ANNECY CENTRE;40.0;5.5;8.2;12.1;17.0;2.5
3008;CHAMBERY NORD;3013;ANNECY NORD;45.0;5.8;9.3;12.9;17.6;2.8
3008;CHAMBERY NORD;3014;ALLONZIER;52.0;6.8;10.5;14.8;19.8;3.2
3008;CHAMBERY NORD;3015;ST MARTIN BELLEVUE A410;77.0;10.6;16.3;22.8;31.8;5.1
3008;CHAMBERY NORD;3020;SEYNOD SUD;34.0;4.4;6.8;9.8;13.6;2.2
3008;CHAMBERY NORD;3061;SAINT GENIX SUR GUIERS;23.0;3.8;5.8;8.7;11.9;1.6
3008;CHAMBERY NORD;3062;VILLEFONTAINE;63.0;9.6;14.1;20.5;27.9;4.4
3008;CHAMBERY NORD;3083;MOIRANS NORD;87.0;10.9;16.4;23.8;31.8;5.3
3008;CHAMBERY NORD;3085;RIVES;72.0;9.1;14.0;20.5;27.7;4.5
3008;CHAMBERY NORD;3086;VOIRON;83.0;10.4;15.9;22.7;30.2;5.0
3008;CHAMBERY NORD;3087;VOREPPE BARRIERE;107.0;13.2;19.4;28.2;37.5;6.2
3008;CHAMBERY NORD;3091;CHATUZANGE BARRIERE;153.0;20.1;30.3;43.3;56.4;10.1
3008;CHAMBERY NORD;3092;LA BAUME D'HOSTUN;137.0;16.8;25.3;36.5;48.3;8.2
3008;CHAMBERY NORD;3093;SAINT MARCELLIN;124.0;15.2;22.6;33.2;43.8;7.2
3008;CHAMBERY NORD;3094;VINAY;114.0;13.7;20.5;30.1;40.5;6.6
3008;CHAMBERY NORD;3095;TULLINS;100.0;12.1;18.2;26.5;35.1;5.8
3009;AIX SUD;15018;ST MARTIN BELLEVUE A41 N;64.0;13.3;22.8;33.3;43.0;7.1
3009;AIX SUD;3001;ST QUENTIN FAL. BARRIERE;95.0;14.0;21.1;31.5;40.8;6.6
3009;AIX SUD;3002;ST QUENTIN FAL. BRETELLE;74.0;10.4;16.3;23.7;32.3;5.0
3009;AIX SUD;3003;ISLE D'ABEAU CENTRE;64.0;9.4;13.9;20.4;27.8;4.5
3009;AIX SUD;3004;BOURGOIN;58.0;8.2;12.5;18.5;23.9;4.1
3009;AIX SUD;3005;LA TOUR DU PIN;49.0;6.8;10.8;15.2;20.3;3.5
3009;AIX SUD;3006;LES ABRETS;34.0;5.3;7.7;11.5;15.4;2.3
3009;AIX SUD;3007;AIGUEBELETTE;17.0;2.9;4.4;6.2;8.3;1.2
3009;AIX SUD;3008;CHAMBERY NORD;7.0;1.0;1.4;2.3;3.3;0.4
3009;AIX SUD;3010;AIX NORD;7.0;0.9;1.4;1.9;2.9;0.4
3009;AIX SUD;3011;RUMILLY;20.0;2.4;3.8;5.2;6.9;1.2
3009;AIX SUD;3012;ANNECY CENTRE;33.0;4.1;6.4;9.1;11.4;2.0
3009;AIX SUD;3013;ANNECY NORD;38.0;4.5;6.7;9.3;12.5;2.2
3009;AIX SUD;3014;ALLONZIER;45.0;5.1;7.5;10.6;14.9;2.6
3009;AIX SUD;3015;ST MARTIN BELLEVUE A410;70.0;8.3;12.8;17.9;24.4;4.3
3009;AIX SUD;3020;SEYNOD SUD;27.0;3.2;4.9;6.8;9.4;1.5
3009;AIX SUD;3061;SAINT GENIX SUR GUIERS;30.0;4.8;6.7;10.4;13.5;2.0
3009;AIX SUD;3062;VILLEFONTAINE;70.0;9.7;14.6;21.4;29.2;4.8
3009;AIX SUD;3083;MOIRANS NORD;94.0;11.3;17.1;24.7;33.1;5.4
3009;AIX SUD;3085;RIVES;79.0;9.7;14.7;21.0;27.7;4.5
3009;AIX SUD;3086;VOIRON;90.0;10.4;16.2;23.3;31.1;5.0
3009;AIX SUD;3087;VOREPPE BARRIERE;114.0;13.1;20.4;28.9;38.9;6.4
3009;AIX SUD;3091;CHATUZANGE BARRIERE;160.0;20.5;31.4;44.8;58.6;10.2
3009;AIX SUD;3092;LA BAUME D'HOSTUN;144.0;16.5;27.0;37.5;50.9;8.9
3009;AIX SUD;3093;SAINT MARCELLIN;131.0;15.1;24.3;34.1;45.4;7.4
3009;AIX SUD;3094;VINAY;121.0;14.0;21.9;31.1;41.0;6.8
3009;AIX SUD;3095;TULLINS;107.0;12.5;19.3;27.7;37.0;6.0
3010;AIX NORD;15018;ST MARTIN BELLEVUE A41 N;57.0;12.7;22.0;32.0;41.0;6.6
3010;AIX NORD;3001;ST QUENTIN FAL. BARRIERE;102.0;14.3;21.9;32.5;42.7;6.8
3010;AIX NORD;3002;ST QUENTIN FAL. BRETELLE;81.0;10.8;16.8;24.9;33.7;5.3
3010;AIX NORD;3003;ISLE D'ABEAU CENTRE;71.0;9.7;15.1;21.6;29.3;4.7
3010;AIX NORD;3004;BOURGOIN;65.0;9.5;13.6;20.0;27.3;4.4
3010;AIX NORD;3005;LA TOUR DU PIN;56.0;7.9;12.2;17.8;23.6;4.0
3010;AIX NORD;3006;LES ABRETS;41.0;6.2;9.4;13.6;18.5;2.9
3010;AIX NORD;3007;AIGUEBELETTE;24.0;3.5;5.4;7.5;10.1;1.6
3010;AIX NORD;3008;CHAMBERY NORD;14.0;2.0;3.1;4.5;6.0;0.9
3010;AIX NORD;3009;AIX SUD;7.0;0.9;1.4;1.9;2.9;0.4
3010;AIX NORD;3011;RUMILLY;13.0;1.6;2.4;3.9;4.8;0.7
3010;AIX NORD;3012;ANNECY CENTRE;26.0;3.3;5.0;7.2;9.5;1.5
3010;AIX NORD;3013;ANNECY NORD;31.0;3.8;6.0;7.9;10.9;1.9
3010;AIX NORD;3014;ALLONZIER;38.0;4.5;6.7;9.3;12.9;2.1
3010;AIX NORD;3015;ST MARTIN BELLEVUE A410;63.0;7.6;11.3;16.5;22.4;4.1
3010;AIX NORD;3020;SEYNOD SUD;20.0;2.4;3.7;5.4;7.1;1.2
3010;AIX NORD;3061;SAINT GENIX SUR GUIERS;37.0;5.7;7.8;11.8;16.3;2.3
3010;AIX NORD;3062;VILLEFONTAINE;77.0;10.3;15.2;22.8;31.4;4.9
3010;AIX NORD;3083;MOIRANS NORD;101.0;11.4;18.0;26.7;34.2;5.6
3010;AIX NORD;3085;RIVES;86.0;10.1;16.3;22.6;30.0;4.8
3010;AIX NORD;3086;VOIRON;97.0;11.0;16.9;24.2;32.2;5.4
3010;AIX NORD;3087;VOREPPE BARRIERE;121.0;13.5;21.4;30.5;40.5;7.0
3010;AIX NORD;3091;CHATUZANGE BARRIERE;167.0;21.0;32.9;45.3;59.5;10.6
3010;AIX NORD;3092;LA BAUME D'HOSTUN;151.0;17.1;27.7;38.9;51.8;9.2
3010;AIX NORD;3093;SAINT MARCELLIN;138.0;15.7;25.2;35.8;46.9;7.8
3010;AIX NORD;3094;VINAY;128.0;14.5;22.8;32.0;42.9;7.1
3010;AIX NORD;3095;TULLINS;114.0;12.7;20.0;28.3;39.0;6.4
3011;RUMILLY;15018;ST MARTIN BELLEVUE A41 N;44.0;11.4;20.1;29.8;37.2;5.9
3011;RUMILLY;3001;ST QUENTIN FAL. BARRIERE;115.0;15.2;23.6;35.0;46.0;7.5
3011;RUMILLY;3002;ST QUENTIN FAL. BRETELLE;94.0;12.0;18.7;27.6;38.5;5.9
3011;RUMILLY;3003;ISLE D'ABEAU CENTRE;84.0;10.9;16.7;24.2;32.8;5.4
3011;RUMILLY;3004;BOURGOIN;78.0;10.8;16.4;23.1;31.1;5.0
3011;RUMILLY;3005;LA TOUR DU PIN;69.0;9.6;14.3;20.6;28.2;4.5
3011;RUMILLY;3006;LES ABRETS;54.0;7.9;11.5;17.1;22.9;3.9
3011;RUMILLY;3007;AIGUEBELETTE;37.0;5.5;7.9;11.5;15.1;2.3
3011;RUMILLY;3008;CHAMBERY NORD;27.0;3.6;5.6;7.7;10.5;1.6
3011;RUMILLY;3009;AIX SUD;20.0;2.4;3.8;5.2;6.9;1.2
3011;RUMILLY;3010;AIX NORD;13.0;1.6;2.4;3.9;4.8;0.7
3011;RUMILLY;3012;ANNECY CENTRE;13.0;1.6;2.5;4.4;5.6;0.7
3011;RUMILLY;3013;ANNECY NORD;18.0;2.3;3.5;5.1;6.9;1.0
3011;RUMILLY;3014;ALLONZIER;25.0;3.2;4.8;7.1;9.1;1.4
3011;RUMILLY;3015;ST MARTIN BELLEVUE A410;50.0;6.3;9.8;14.1;19.4;3.2
3011;RUMILLY;3020;SEYNOD SUD;7.0;0.9;1.3;1.8;2.5;0.4
3011;RUMILLY;3061;SAINT GENIX SUR GUIERS;50.0;6.9;10.6;15.1;21.3;3.5
3011;RUMILLY;3062;VILLEFONTAINE;90.0;11.5;17.4;25.2;35.4;5.6
3011;RUMILLY;3083;MOIRANS NORD;114.0;12.9;20.4;28.9;37.9;6.4
3011;RUMILLY;3085;RIVES;99.0;11.3;17.5;25.3;34.1;5.5
3011;RUMILLY;3086;VOIRON;110.0;12.2;19.2;27.2;36.3;6.1
3011;RUMILLY;3087;VOREPPE BARRIERE;134.0;15.3;23.6;33.2;43.9;7.5
3011;RUMILLY;3091;CHATUZANGE BARRIERE;180.0;22.2;34.5;47.6;62.9;11.0
3011;RUMILLY;3092;LA BAUME D'HOSTUN;164.0;18.6;29.5;41.8;55.1;9.6
3011;RUMILLY;3093;SAINT MARCELLIN;151.0;17.0;26.5;37.8;50.5;9.0
3011;RUMILLY;3094;VINAY;141.0;16.0;24.6;34.8;46.1;7.8
3011;RUMILLY;3095;TULLINS;127.0;14.3;22.0;31.5;41.4;7.1
3012;ANNECY CENTRE;15018;ST MARTIN BELLEVUE A41 N;31.0;10.0;17.7;26.9;32.8;5.3
3012;ANNECY CENTRE;3001;ST QUENTIN FAL. BARRIERE;128.0;17.5;27.0;39.3;51.4;8.8
3012;ANNECY CENTRE;3002;ST QUENTIN FAL. BRETELLE;107.0;14.0;21.9;32.2;43.6;7.0
3012;ANNECY CENTRE;3003;ISLE D'ABEAU CENTRE;97.0;12.8;19.7;28.1;38.7;6.1
3012;ANNECY CENTRE;3004;BOURGOIN;91.0;12.0;17.9;25.4;34.8;6.0
3012;ANNECY CENTRE;3005;LA TOUR DU PIN;82.0;11.1;16.7;23.6;32.3;5.5
3012;ANNECY CENTRE;3006;LES ABRETS;67.0;10.0;15.0;20.8;27.9;4.8
3012;ANNECY CENTRE;3007;AIGUEBELETTE;50.0;6.9;10.4;15.0;20.0;3.5
3012;ANNECY CENTRE;3008;CHAMBERY NORD;40.0;5.5;8.2;12.1;17.0;2.5
3012;ANNECY CENTRE;3009;AIX SUD;33.0;4.1;6.4;9.1;11.4;2.0
3012;ANNECY CENTRE;3010;AIX NORD;26.0;3.3;5.0;7.2;9.5;1.5
3012;ANNECY CENTRE;3011;RUMILLY;13.0;1.6;2.5;4.4;5.6;0.7
3012;ANNECY CENTRE;3013;ANNECY NORD;5.0;0.6;0.9;1.4;1.9;0.3
3012;ANNECY CENTRE;3014;ALLONZIER;12.0;1.8;2.4;4.2;4.7;0.8
3012;ANNECY CENTRE;3015;ST MARTIN BELLEVUE A410;37.0;5.1;7.7;11.7;15.1;2.3
3012;ANNECY CENTRE;3020;SEYNOD SUD;6.0;0.8;1.2;1.6;2.2;0.4
3012;ANNECY CENTRE;3061;SAINT GENIX SUR GUIERS;63.0;9.0;13.2;18.7;25.9;4.4
3012;ANNECY CENTRE;3062;VILLEFONTAINE;103.0;13.4;19.9;28.7;40.7;6.5
3012;ANNECY CENTRE;3083;MOIRANS NORD;127.0;14.9;22.9;32.8;42.8;7.2
3012;ANNECY CENTRE;3085;RIVES;112.0;13.4;20.3;29.0;39.4;6.5
3012;ANNECY CENTRE;3086;VOIRON;123.0;13.7;21.1;30.7;40.8;6.8
3012;ANNECY CENTRE;3087;VOREPPE BARRIERE;147.0;17.0;26.7;37.3;49.0;8.6
3012;ANNECY CENTRE;3091;CHATUZANGE BARRIERE;193.0;24.7;37.1;51.9;68.8;12.3
3012;ANNECY CENTRE;3092;LA BAUME D'HOSTUN;177.0;20.3;32.0;45.5;60.0;10.4
3012;ANNECY CENTRE;3093;SAINT MARCELLIN;164.0;18.6;29.2;41.0;53.8;9.5
3012;ANNECY CENTRE;3094;VINAY;154.0;17.1;26.8;38.1;50.5;8.9
3012;ANNECY CENTRE;3095;TULLINS;140.0;16.1;24.4;35.0;46.3;7.8
3013;ANNECY NORD;15018;ST MARTIN BELLEVUE A41 N;26.0;9.2;16.7;24.9;31.1;5.0
3013;ANNECY NORD;3001;ST QUENTIN FAL. BARRIERE;133.0;18.2;27.4;40.2;51.9;8.8
3013;ANNECY NORD;3002;ST QUENTIN FAL. BRETELLE;112.0;14.7;22.8;33.2;45.2;7.2
3013;ANNECY NORD;3003;ISLE D'ABEAU CENTRE;102.0;13.0;20.4;29.5;39.6;6.2
3013;ANNECY NORD;3004;BOURGOIN;96.0;12.3;19.0;27.1;36.8;6.1
3013;ANNECY NORD;3005;LA TOUR DU PIN;87.0;11.5;17.4;25.0;33.7;5.6
3013;ANNECY NORD;3006;LES ABRETS;72.0;10.4;15.7;21.4;30.0;4.9
3013;ANNECY NORD;3007;AIGUEBELETTE;55.0;7.2;11.1;15.8;21.7;3.5
3013;ANNECY NORD;3008;CHAMBERY NORD;45.0;5.8;9.3;12.9;17.6;2.8
3013;ANNECY NORD;3009;AIX SUD;38.0;4.5;6.7;9.3;12.5;2.2
3013;ANNECY NORD;3010;AIX NORD;31.0;3.8;6.0;7.9;10.9;1.9
3013;ANNECY NORD;3011;RUMILLY;18.0;2.3;3.5;5.1;6.9;1.0
3013;ANNECY NORD;3012;ANNECY CENTRE;5.0;0.6;0.9;1.4;1.9;0.3
3013;ANNECY NORD;3014;ALLONZIER;7.0;1.0;1.4;2.2;3.0;0.5
3013;ANNECY NORD;3015;ST MARTIN BELLEVUE A410;32.0;4.9;7.0;10.7;14.2;2.1
3013;ANNECY NORD;3020;SEYNOD SUD;11.0;1.4;2.1;3.2;4.3;0.6
3013;ANNECY NORD;3061;SAINT GENIX SUR GUIERS;68.0;9.6;14.3;20.4;27.8;4.5
3013;ANNECY NORD;3062;VILLEFONTAINE;108.0;14.0;20.9;31.1;41.2;6.9
3013;ANNECY NORD;3083;MOIRANS NORD;132.0;14.9;23.2;33.4;44.1;7.3
3013;ANNECY NORD;3085;RIVES;117.0;13.5;20.6;29.0;39.7;6.5
3013;ANNECY NORD;3086;VOIRON;128.0;14.3;21.7;31.1;41.7;7.1
3013;ANNECY NORD;3087;VOREPPE BARRIERE;152.0;17.2;26.9;37.7;49.6;8.7
3013;ANNECY NORD;3091;CHATUZANGE BARRIERE;198.0;25.0;37.9;53.0;71.0;12.5
3013;ANNECY NORD;3092;LA BAUME D'HOSTUN;182.0;20.6;32.8;45.6;61.5;10.5
3013;ANNECY NORD;3093;SAINT MARCELLIN;169.0;18.7;30.0;41.8;55.6;9.6
3013;ANNECY NORD;3094;VINAY;159.0;17.8;27.8;38.9;51.4;9.0
3013;ANNECY NORD;3095;TULLINS;145.0;16.4;25.3;35.6;47.4;8.2
3014;ALLONZIER;3001;ST QUENTIN FAL. BARRIERE;140.0;18.4;28.4;40.9;53.5;9.1
3014;ALLONZIER;3002;ST QUENTIN FAL. BRETELLE;119.0;15.6;23.8;35.2;47.3;7.7
3014;ALLONZIER;3003;ISLE D'ABEAU CENTRE;109.0;14.1;21.1;31.1;41.0;6.7
3014;ALLONZIER;3004;BOURGOIN;103.0;13.2;19.8;28.3;39.0;6.5
3014;ALLONZIER;3005;LA TOUR DU PIN;94.0;11.8;18.5;26.8;34.8;5.8
3014;ALLONZIER;3006;LES ABRETS;79.0;10.8;16.6;23.2;32.0;5.2
3014;ALLONZIER;3007;AIGUEBELETTE;62.0;8.4;12.4;17.8;23.6;4.3
3014;ALLONZIER;3008;CHAMBERY NORD;52.0;6.8;10.5;14.8;19.8;3.2
3014;ALLONZIER;3009;AIX SUD;45.0;5.1;7.5;10.6;14.9;2.6
3014;ALLONZIER;3010;AIX NORD;38.0;4.5;6.7;9.3;12.9;2.1
3014;ALLONZIER;3011;RUMILLY;25.0;3.2;4.8;7.1;9.1;1.4
3014;ALLONZIER;3012;ANNECY CENTRE;12.0;1.8;2.4;4.2;4.7;0.8
3014;ALLONZIER;3013;ANNECY NORD;7.0;1.0;1.4;2.2;3.0;0.5
3014;ALLONZIER;3020;SEYNOD SUD;18.0;2.2;3.5;4.8;6.8;1.0
3014;ALLONZIER;3061;SAINT GENIX SUR GUIERS;75.0;10.4;15.3;21.1;29.9;4.8
3014;ALLONZIER;3062;VILLEFONTAINE;115.0;14.8;22.6;32.7;44.5;7.2
3014;ALLONZIER;3083;MOIRANS NORD;139.0;15.5;24.1;34.2;45.3;7.6
3014;ALLONZIER;3085;RIVES;124.0;14.2;21.6;30.8;41.7;6.8
3014;ALLONZIER;3086;VOIRON;135.0;14.9;23.1;32.9;43.8;7.4
3014;ALLONZIER;3087;VOREPPE BARRIERE;159.0;18.0;27.5;38.6;51.2;9.2
3014;ALLONZIER;3091;CHATUZANGE BARRIERE;205.0;25.3;38.7;54.3;72.0;12.9
3014;ALLONZIER;3092;LA BAUME D'HOSTUN;189.0;21.2;33.3;47.1;63.6;10.8
3014;ALLONZIER;3093;SAINT MARCELLIN;176.0;19.8;30.4;43.3;57.9;10.0
3014;ALLONZIER;3094;VINAY;166.0;18.4;28.3;40.3;53.6;9.3
3014;ALLONZIER;3095;TULLINS;152.0;17.0;25.9;36.9;49.0;8.4
3015;ST MARTIN BELLEVUE A410;3001;ST QUENTIN FAL. BARRIERE;165.0;22.3;34.6;49.7;65.8;11.1
3015;ST MARTIN BELLEVUE A410;3002;ST QUENTIN FAL. BRETELLE;144.0;19.2;29.5;43.1;58.6;9.5
3015;ST MARTIN BELLEVUE A410;3003;ISLE D'ABEAU CENTRE;134.0;17.3;27.0;38.6;51.8;8.5
3015;ST MARTIN BELLEVUE A410;3004;BOURGOIN;128.0;16.5;25.0;35.0;48.5;8.3
3015;ST MARTIN BELLEVUE A410;3005;LA TOUR DU PIN;119.0;15.7;24.2;34.3;45.4;7.6
3015;ST MARTIN BELLEVUE A410;3006;LES ABRETS;104.0;14.7;21.4;31.5;41.6;6.9
3015;ST MARTIN BELLEVUE A410;3007;AIGUEBELETTE;87.0;11.6;17.6;24.9;34.0;5.8
3015;ST MARTIN BELLEVUE A410;3008;CHAMBERY NORD;77.0;10.6;16.3;22.8;31.8;5.1
3015;ST MARTIN BELLEVUE A410;3009;AIX SUD;70.0;8.3;12.8;17.9;24.4;4.3
3015;ST MARTIN BELLEVUE A410;3010;AIX NORD;63.0;7.6;11.3;16.5;22.4;4.1
3015;ST MARTIN BELLEVUE A410;3011;RUMILLY;50.0;6.3;9.8;14.1;19.4;3.2
3015;ST MARTIN BELLEVUE A410;3012;ANNECY CENTRE;37.0;5.1;7.7;11.7;15.1;2.3
3015;ST MARTIN BELLEVUE A410;3013;ANNECY NORD;32.0;4.9;7.0;10.7;14.2;2.1
3015;ST MARTIN BELLEVUE A410;3020;SEYNOD SUD;43.0;5.4;8.3;12.1;16.3;2.6
3015;ST MARTIN BELLEVUE A410;3061;SAINT GENIX SUR GUIERS;100.0;13.9;20.7;29.6;40.3;6.6
3015;ST MARTIN BELLEVUE A410;3062;VILLEFONTAINE;140.0;18.0;27.6;39.7;52.8;9.2
3015;ST MARTIN BELLEVUE A410;3083;MOIRANS NORD;164.0;18.8;28.7;41.8;55.4;9.5
3015;ST MARTIN BELLEVUE A410;3085;RIVES;149.0;17.6;27.1;38.6;51.5;9.0
3015;ST MARTIN BELLEVUE A410;3086;VOIRON;160.0;18.3;27.7;39.5;53.3;9.2
3015;ST MARTIN BELLEVUE A410;3087;VOREPPE BARRIERE;184.0;21.6;32.5;46.1;61.8;10.8
3015;ST MARTIN BELLEVUE A410;3091;CHATUZANGE BARRIERE;230.0;29.7;44.3;60.6;83.2;14.7
3015;ST MARTIN BELLEVUE A410;3092;LA BAUME D'HOSTUN;214.0;24.4;38.0;53.7;73.3;12.1
3015;ST MARTIN BELLEVUE A410;3093;SAINT MARCELLIN;201.0;22.9;35.0;50.0;67.2;11.4
3015;ST MARTIN BELLEVUE A410;3094;VINAY;191.0;20.9;32.4;46.2;62.7;10.8
3015;ST MARTIN BELLEVUE A410;3095;TULLINS;177.0;19.9;30.2;43.1;57.9;10.0
3020;SEYNOD SUD;15018;ST MARTIN BELLEVUE A41 N;37.0;10.4;18.8;27.5;34.9;5.5
3020;SEYNOD SUD;3001;ST QUENTIN FAL. BARRIERE;122.0;16.2;24.8;36.2;47.5;7.8
3020;SEYNOD SUD;3002;ST QUENTIN FAL. BRETELLE;101.0;12.9;19.9;29.4;39.6;6.2
3020;SEYNOD SUD;3003;ISLE D'ABEAU CENTRE;91.0;11.7;17.9;25.9;35.3;5.6
3020;SEYNOD SUD;3004;BOURGOIN;85.0;11.1;17.0;24.3;33.0;5.4
3020;SEYNOD SUD;3005;LA TOUR DU PIN;76.0;10.1;15.4;21.9;30.4;4.8
3020;SEYNOD SUD;3006;LES ABRETS;61.0;9.0;13.2;19.1;25.2;4.3
3020;SEYNOD SUD;3007;AIGUEBELETTE;44.0;6.1;9.5;13.3;17.6;2.9
3020;SEYNOD SUD;3008;CHAMBERY NORD;34.0;4.4;6.8;9.8;13.6;2.2
3020;SEYNOD SUD;3009;AIX SUD;27.0;3.2;4.9;6.8;9.4;1.5
3020;SEYNOD SUD;3010;AIX NORD;20.0;2.4;3.7;5.4;7.1;1.2
3020;SEYNOD SUD;3011;RUMILLY;7.0;0.9;1.3;1.8;2.5;0.4
3020;SEYNOD SUD;3012;ANNECY CENTRE;6.0;0.8;1.2;1.6;2.2;0.4
3020;SEYNOD SUD;3013;ANNECY NORD;11.0;1.4;2.1;3.2;4.3;0.6
3020;SEYNOD SUD;3014;ALLONZIER;18.0;2.2;3.5;4.8;6.8;1.0
3020;SEYNOD SUD;3015;ST MARTIN BELLEVUE A410;43.0;5.4;8.3;12.1;16.3;2.6
3020;SEYNOD SUD;3061;SAINT GENIX SUR GUIERS;57.0;7.4;11.7;16.9;23.4;3.8
3020;SEYNOD SUD;3062;VILLEFONTAINE;97.0;12.3;18.5;26.9;37.9;6.0
3020;SEYNOD SUD;3083;MOIRANS NORD;121.0;13.5;20.9;30.3;39.5;6.7
3020;SEYNOD SUD;3085;RIVES;106.0;11.9;18.5;26.7;35.3;5.9
3020;SEYNOD SUD;3086;VOIRON;117.0;12.7;19.7;28.6;38.1;6.4
3020;SEYNOD SUD;3087;VOREPPE BARRIERE;141.0;16.0;24.1;34.7;45.9;7.8
3020;SEYNOD SUD;3091;CHATUZANGE BARRIERE;192.0;22.7;34.8;48.3;64.4;11.2
3020;SEYNOD SUD;3092;LA BAUME D'HOSTUN;171.0;19.0;29.7;42.2;56.7;9.6
3020;SEYNOD SUD;3093;SAINT MARCELLIN;158.0;17.6;27.0;38.9;51.7;8.9
3020;SEYNOD SUD;3094;VINAY;148.0;16.3;25.1;35.9;47.6;8.2
3020;SEYNOD SUD;3095;TULLINS;134.0;15.3;23.1;33.0;43.7;7.4
3021;CROLLES BARRIERE;2050;ST PIERRE BELLEVILLE;74.98;10.0;15.6;23.9;32.3;5.5
3021;CROLLES BARRIERE;2051;STE MARIE DE CUINES;90.34;12.8;19.3;30.9;41.3;6.9
3021;CROLLES BARRIERE;2052;HERMILLON;96.88;13.7;20.8;33.9;45.6;7.4
3021;CROLLES BARRIERE;2054;ST MICHEL MAURIENNE ECH;110.34;16.0;24.1;39.8;54.0;8.8
3021;CROLLES BARRIERE;2056;ST MICHEL MAURIENNE BAR;124.36;18.1;27.2;49.2;66.3;10.4
3021;CROLLES BARRIERE;3023;LE TOUVET;24.0;2.2;3.9;5.8;7.8;1.3
3021;CROLLES BARRIERE;3024;PONTCHARRA;34.0;3.7;5.9;8.3;11.4;1.8
3021;CROLLES BARRIERE;3025;CHIGNIN LES MARCHES;44.0;4.7;7.4;11.3;14.7;2.2
3021;CROLLES BARRIERE;3026;CHIGNIN BARRIERE;51.0;6.6;10.0;15.3;20.2;3.3
3021;CROLLES BARRIERE;3031;MONTMELIAN;43.0;6.0;8.4;12.2;16.2;2.9
3021;CROLLES BARRIERE;3032;SAINT PIERRE D'ALBIGNY;54.0;6.7;10.2;14.7;19.7;3.3
3021;CROLLES BARRIERE;3033;AITON;61.0;7.9;12.3;17.6;24.8;4.1
3021;CROLLES BARRIERE;3034;STE HELENE BARRIERE;74.0;10.4;15.1;21.5;29.0;5.1
3022;CROLLES BRIGNOUD;2050;ST PIERRE BELLEVILLE;61.98;9.3;14.3;19.4;25.9;5.1
3022;CROLLES BRIGNOUD;2051;STE MARIE DE CUINES;77.34;12.1;18.0;26.4;34.9;6.5
3022;CROLLES BRIGNOUD;2052;HERMILLON;83.88;13.0;19.5;29.4;39.2;7.0
3022;CROLLES BRIGNOUD;2054;ST MICHEL MAURIENNE ECH;97.34;15.3;22.8;35.3;47.6;8.4
3022;CROLLES BRIGNOUD;2056;ST MICHEL MAURIENNE BAR;111.36;17.4;25.9;44.7;59.9;10.0
3022;CROLLES BRIGNOUD;3023;LE TOUVET;10.0;1.8;2.7;3.2;3.9;1.0
3022;CROLLES BRIGNOUD;3024;PONTCHARRA;20.0;3.2;4.8;5.6;7.5;1.6
3022;CROLLES BRIGNOUD;3025;CHIGNIN LES MARCHES;30.0;4.1;6.5;7.7;10.1;2.0
3022;CROLLES BRIGNOUD;3026;CHIGNIN BARRIERE;37.0;5.9;8.6;10.9;14.3;3.0
3022;CROLLES BRIGNOUD;3031;MONTMELIAN;29.0;5.1;7.0;8.0;10.8;2.3
3022;CROLLES BRIGNOUD;3032;SAINT PIERRE D'ALBIGNY;41.0;6.0;8.9;10.2;14.4;2.9
3022;CROLLES BRIGNOUD;3033;AITON;48.0;7.2;11.0;13.1;18.4;3.7
3022;CROLLES BRIGNOUD;3034;STE HELENE BARRIERE;61.0;9.5;13.4;16.9;23.6;4.5
3023;LE TOUVET;2050;ST PIERRE BELLEVILLE;50.98;6.6;10.6;17.1;21.6;3.6
3023;LE TOUVET;2051;STE MARIE DE CUINES;66.34;9.4;14.3;24.1;30.6;5.0
3023;LE TOUVET;2052;HERMILLON;72.88;10.3;15.8;27.1;34.9;5.5
3023;LE TOUVET;2054;ST MICHEL MAURIENNE ECH;86.34;12.6;19.1;33.0;43.3;6.9
3023;LE TOUVET;2056;ST MICHEL MAURIENNE BAR;100.36;14.7;22.2;42.4;55.6;8.5
3023;LE TOUVET;3021;CROLLES BARRIERE;24.0;2.2;3.9;5.8;7.8;1.3
3023;LE TOUVET;3022;CROLLES BRIGNOUD;10.0;1.8;2.7;3.2;3.9;1.0
3023;LE TOUVET;3024;PONTCHARRA;10.0;1.2;1.9;2.6;3.5;0.6
3023;LE TOUVET;3025;CHIGNIN LES MARCHES;20.0;2.4;3.6;5.0;6.2;1.3
3023;LE TOUVET;3026;CHIGNIN BARRIERE;27.0;3.4;5.3;7.1;9.4;1.8
3023;LE TOUVET;3031;MONTMELIAN;19.0;2.4;3.6;5.3;7.6;1.1
3023;LE TOUVET;3032;SAINT PIERRE D'ALBIGNY;30.0;3.7;5.7;8.2;11.0;1.6
3023;LE TOUVET;3033;AITON;37.0;4.5;7.3;10.8;14.1;2.2
3023;LE TOUVET;3034;STE HELENE BARRIERE;50.0;6.6;9.8;14.0;19.7;3.2
3024;PONTCHARRA;2050;ST PIERRE BELLEVILLE;41.98;6.2;9.4;14.8;19.1;3.2
3024;PONTCHARRA;2051;STE MARIE DE CUINES;57.34;9.0;13.1;21.8;28.1;4.6
